start_stop,end_stop,start_sequence,end_sequence,length,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins]
PF_A04_C,PF_A05_C,16,17,0.8945000000000007,26.835000000000033,3.9737759840720256e-16,0.0,2.0,0.0,0.0,2.1125,0.5641358487018248,2.0
PF_A05_C,PF_A06_C,17,18,0.5673999999999992,17.021999999999984,4.176410078430777e-16,0.0,2.0,0.0,0.0,2.1387387387387387,0.6032919302621071,2.0
PF_A06_C,PF_A07_C,18,19,0.9597000000000016,19.194000000000024,3.704105740682599e-16,0.0,3.0,0.0,0.0,1.8904761904761904,0.5888376977256398,2.0
PF_A07_C,PF_A08_C,19,20,1.015699999999999,30.470999999999965,1.1666273766312557e-16,0.0,2.0,0.0,0.0,1.995,0.6037398308612258,2.0
PF_A08_C,PF_A09_C,20,21,1.715399999999999,34.307999999999986,2.0723039986784984e-16,0.0,3.0,0.0,0.0,2.4610655737704916,0.5843636335829985,3.0
PF_A09_C,PF_A10_C,21,22,1.0275999999999996,30.827999999999978,3.4593521597246954e-16,0.0,2.0,0.0,0.0,2.2645403377110696,0.5893855989699668,2.0
PF_A10_C,PF_A11_C,22,23,2.161200000000001,32.41800000000001,0.0,0.0,4.0,0.0,0.0,2.8427230046948355,0.6162923551741452,4.0
PF_A11_C,PF_A12_C,23,24,1.4536000000000016,29.07200000000002,3.668303122591936e-16,0.0,3.0,0.0,0.0,2.317490494296578,0.5773796629020923,2.0
PF_A12_C,PF_A13_C,24,25,1.0987999999999971,32.96399999999993,4.313590922622379e-16,0.0,2.0,0.0,0.0,2.328897338403042,0.5794578298112992,2.0
PF_A13_C,PF_A14_C,25,26,2.104800000000001,42.09600000000002,0.0,0.0,3.0,0.0,0.0,2.654427645788337,0.6569029522713397,4.0
PF_A14_C,PF_A15_C,26,27,2.6697000000000024,32.03640000000002,2.219244533925842e-16,0.0,5.0,0.0,0.0,2.6847826086956523,0.6050750157598355,4.0
PF_G05_C,PF_G04_C,1,2,1.325,26.499999999999996,0.0,0.0,3.0,0.0,0.0,1.8661654135338346,0.7850309435458004,4.0
PF_G04_C,PF_G03_C,2,3,1.7288,34.57600000000001,4.1124800558998324e-16,0.0,3.0,0.0,0.0,1.8002915451895043,0.6895563773346756,3.0
PF_G03_C,PF_G02_C,3,4,1.0070000000000006,30.210000000000026,2.353411294485146e-16,0.0,2.0,0.0,0.0,1.8734756097560976,0.7810565979548081,4.0
PF_G02_C,PF_G01_C,4,5,1.3514999999999997,27.02999999999999,1.3151416057417007e-16,0.0,3.0,0.0,0.0,1.9200626959247649,0.7640493955144423,4.0
PF_G01_C,PF_D08_C,5,6,2.6326,39.48900000000001,1.8004141711969485e-16,0.0,4.0,0.0,0.0,1.76410998552822,0.6722932288161881,3.0
PF_D08_C,PF_D07_C,6,7,0.7652999999999999,22.959,1.5480012624795401e-16,0.0,2.0,0.0,0.0,1.4055619930475087,0.5140771947877112,2.0
PF_D07_C,PF_D06_C,7,8,0.6503999999999994,19.511999999999983,0.0,0.0,2.0,0.0,0.0,1.4410011918951133,0.5056039636247054,2.0
PF_D06_C,PF_D05_C,8,9,0.5538000000000007,16.614000000000022,0.0,0.0,2.0,0.0,0.0,1.328555678059537,0.5569760953628661,2.0
PF_D05_C,PF_D04_C,9,10,0.5091000000000001,15.272999999999998,3.490528480187367e-16,0.0,2.0,0.0,0.0,1.3445566778900113,0.49686915537877774,1.0
PF_D04_C,PF_D03_C,10,11,0.3642000000000003,21.852000000000025,3.2528428505644995e-16,0.0,1.0,0.0,0.0,1.2821888412017168,0.46908236685333377,2.0
PF_D03_C,PF_D02_2,11,12,0.4637999999999991,13.913999999999971,1.2771511062695068e-16,0.0,2.0,0.0,0.0,1.309549945115258,0.45191107081576903,1.0
PF_D02_2,PF_D01_C,12,13,0.43239999999999945,12.972000000000003,1.9783149293026835e-15,5.3290705182007514e-14,2.0,0.0,0.0,1.9915682967959527,0.5789214963623327,2.0
PF_D01_C,PF_C01_C,13,14,0.32860000000000156,19.725812108559552,0.0013640479692897862,0.041999999999902116,1.0,0.0,0.0,1.2838569880823403,0.45137659307884265,1.0
PF_C01_C,PF_C02_2,14,15,0.41249999999999964,12.367970772442577,0.0008015243577214635,1.0658141036401503e-14,2.0,0.0,0.0,1.2585106382978724,0.45075914589648325,1.0
PF_C02_2,PF_C03_2,15,16,0.40719999999999956,24.431528183716043,6.61269097774068e-05,0.0,1.0,0.0,0.0,1.9173419773095624,0.5796166792054216,2.0
PF_C03_2,PF_C04_C,16,17,0.5845000000000002,17.535000000000004,2.0267752955887773e-16,0.0,2.0,0.0,0.0,1.9173419773095624,0.5796166792054216,2.0
PF_C04_C,PF_C05_2,17,18,1.2883999999999993,25.768157272094623,2.0898939246222135e-05,0.002000000000016655,3.0,0.0,0.0,1.2824675324675325,0.5011554873364524,1.0
PF_C05_2,PF_C06_2,18,19,0.9960000000000004,29.88007422680413,2.2218739141085058e-05,0.0,2.0,0.0,0.0,1.9174757281553398,0.5791089817477932,2.0
PF_C06_2,PF_C07_2,19,20,1.3406000000000002,26.81150927835052,3.213136731597661e-05,0.0,3.0,0.0,0.0,4.85655737704918,0.7234815882280365,7.0
PF_C07_2,PF_C08_2,20,21,0.6106000000000016,18.31411636363638,0.00015659808190840048,0.006000000000039307,2.0,0.0,0.0,2.8160377358490565,0.5359832546734009,4.0
PF_C08_2,PF_C09_2,21,22,0.720799999999997,21.62618836363633,6.164792940864727e-05,2.4868995751603507e-14,2.0,0.0,0.0,2.8160377358490565,0.5359832546734009,4.0
PF_C09_2,PF_C10_2,22,23,0.7592999999999996,45.55750690909093,3.618390915908509e-05,0.0,1.0,0.0,0.0,2.8160377358490565,0.5359832546734009,4.0
PF_C10_2,PF_C11_2,23,24,1.5674000000000028,31.348164603059015,1.7540018502793937e-05,0.0020000000000131024,3.0,0.0,0.0,2.8160377358490565,0.5359832546734009,4.0
PF_C11_2,PF_C12_C,24,25,1.5212000000000003,30.42400582665694,3.5443205722759474e-06,1.7763568394002505e-14,3.0,0.0,0.0,2.801418439716312,0.5285810221268396,4.0
PF_C12_C,PF_C13_C,25,26,0.6908999999999992,20.724458363504723,0.0018572196450518258,0.0,2.0,0.0,0.0,1.6457219251336899,0.6681209452083471,3.0
PF_C13_C,PF_J02_C,26,27,3.805299999999999,38.05299999999999,1.8044624094407211e-16,1.4210854715202004e-14,6.0,0.0,0.0,1.612271540469974,0.5898415839414072,2.0
PF_J02_C,PF_J03_C,27,28,3.608599999999999,36.08575463917525,1.1936711058732975e-05,0.0,6.0,0.0,0.0,3.064516129032258,0.878303878919558,7.0
PF_J03_C,PF_J02_C,1,2,3.5902,43.0824,0.0,0.0,5.0,0.0,0.0,3.1228070175438596,0.8555543292663211,7.0
PF_J02_C,PF_C13_C,2,3,3.7693,37.69299999999999,1.8870495661765813e-16,0.0,6.0,0.0,0.0,3.064516129032258,0.878303878919558,7.0
PF_C13_C,PF_C12_C,3,4,0.6520999999999999,19.567676923076917,0.001058505897067346,0.0,2.0,0.0,0.0,1.612271540469974,0.5898415839414072,2.0
PF_C12_C,PF_C11_1,4,5,1.5202000000000009,30.404000000000003,2.925535392448246e-16,1.7763568394002505e-14,3.0,0.0,0.0,1.6457219251336899,0.6681209452083471,3.0
PF_C11_1,PF_C10_1,5,6,1.538499999999999,30.769999999999996,3.90745372478047e-16,0.0,3.0,0.0,0.0,2.1865671641791047,0.6337501571071705,4.0
PF_C10_1,PF_C09_1,6,7,0.7445000000000004,22.33499999999999,5.80013122974927e-16,2.4868995751603507e-14,2.0,0.0,0.0,2.1865671641791047,0.6337501571071705,4.0
PF_C09_1,PF_C08_1,7,8,0.7102000000000004,21.30600000000001,0.0,0.0,2.0,0.0,0.0,2.1865671641791047,0.6337501571071705,4.0
PF_C08_1,PF_C07_1,8,9,0.610199999999999,18.306004395604383,6.27071564247502e-06,0.0,2.0,0.0,0.0,2.1865671641791047,0.6337501571071705,4.0
PF_C07_1,PF_C06_1,9,10,1.3252000000000006,26.5039916839917,4.860806206650726e-06,0.0,3.0,0.0,0.0,2.1865671641791047,0.6337501571071705,4.0
PF_C06_1,PF_C05_1,10,11,0.9960000000000004,29.88001247401248,6.467405295904901e-06,0.0,2.0,0.0,0.0,5.038961038961039,0.7759962361660363,6.0
PF_C05_1,PF_C04_C,11,12,1.2838000000000012,25.67201387925053,0.00010994440414455254,0.006000000000021544,3.0,0.0,0.0,1.7403560830860534,0.5949648021112316,3.0
PF_C04_C,PF_C03_1,12,13,0.5830999999999982,17.49496530187369,8.153782532601957e-05,5.3290705182007514e-14,2.0,0.0,0.0,1.2824675324675325,0.5011554873364524,1.0
PF_C03_1,PF_C02_1,13,14,0.3813999999999993,22.88405829285218,2.5726515813804695e-05,1.0658141036401503e-13,1.0,0.0,0.0,1.7403560830860534,0.5949648021112316,3.0
PF_C02_1,PF_C01_C,14,15,0.4095000000000013,12.285058292852174,0.0001128377003074126,5.3290705182007514e-14,2.0,0.0,0.0,1.7403560830860534,0.5949648021112316,3.0
PF_C01_C,PF_D01_C,15,16,0.32649999999999935,19.59019986120746,0.0001578304191643611,0.0,1.0,0.0,0.0,1.2585106382978724,0.45075914589648325,1.0
PF_D01_C,PF_D02_1,16,17,0.43260000000000076,12.978000000000023,3.5672681658705636e-16,0.0,2.0,0.0,0.0,1.2838569880823403,0.45137659307884265,1.0
PF_D02_1,PF_D03_C,17,18,0.4626999999999981,13.880999999999943,5.580868499838044e-16,0.0,2.0,0.0,0.0,1.8359375,0.6176859571577105,3.0
PF_D03_C,PF_D04_C,18,19,0.36310000000000286,21.781746606335098,0.00012518042649595795,0.005999999999772854,1.0,0.0,0.0,1.309549945115258,0.45191107081576903,1.0
PF_D04_C,PF_D05_C,19,20,0.5017999999999994,30.112316742081394,8.95515354224374e-05,0.0,1.0,0.0,0.0,1.2821888412017168,0.46908236685333377,2.0
PF_D05_C,PF_D06_C,20,21,0.5488999999999997,16.466968325791804,1.8627683005433802e-05,0.0,2.0,0.0,0.0,1.3445566778900113,0.49686915537877774,1.0
PF_D06_C,PF_D07_C,21,22,0.639800000000001,19.19432432432435,0.00025128462379095894,0.0,2.0,0.0,0.0,1.328555678059537,0.5569760953628661,2.0
PF_D07_C,PF_D08_C,22,23,0.7652999999999999,22.959027027027066,1.2351059784369583e-05,1.0658141036401503e-13,2.0,0.0,0.0,1.4410011918951133,0.5056039636247054,2.0
PF_D08_C,PF_G01_C,23,24,2.5810999999999993,30.97319149940968,3.2511875618656325e-06,0.0,5.0,0.0,0.0,1.4055619930475087,0.5140771947877112,2.0
PF_G01_C,PF_G02_C,24,25,1.3465999999999987,26.93199999999993,1.3337804517269022e-15,7.105427357601002e-14,3.0,0.0,0.0,1.76410998552822,0.6722932288161881,3.0
PF_G02_C,PF_G03_C,25,26,0.9846000000000004,29.53804958677687,1.2956839269510315e-05,0.0,2.0,0.0,0.0,1.9200626959247649,0.7640493955144423,4.0
PF_G03_C,PF_G04_C,26,27,1.7287999999999997,34.5759811097993,5.598279414154556e-06,0.0,3.0,0.0,0.0,1.8734756097560976,0.7810565979548081,4.0
PF_G04_C,PF_G05_C,27,28,1.3246000000000002,26.492018890200757,7.306578032982557e-06,0.0,3.0,0.0,0.0,1.8002915451895043,0.6895563773346756,3.0
PF_F11_C,PF_F10_C,1,2,1.6081,32.16199999999999,2.2105066673480146e-16,0.0,3.0,0.0,0.0,1.914860681114551,0.5946597050423629,1.0
PF_F10_C,PF_F09_C,2,3,1.5858,31.716000000000005,1.120795740876006e-16,0.0,3.0,0.0,0.0,1.9026275115919629,0.5903002172447047,1.0
PF_F09_C,PF_F08_C,3,4,1.3632999999999997,27.266000000000002,2.607434733193238e-16,0.0,3.0,0.0,0.0,1.9110764430577223,0.649464314872812,2.0
PF_F08_C,PF_F07_C,4,5,0.9206000000000003,27.618,3.861303249796156e-16,0.0,2.0,0.0,0.0,2.200361010830325,0.5838775487964194,2.0
PF_F07_C,PF_F06_C,5,6,1.3273000000000001,26.546,1.3390777411897618e-16,0.0,3.0,0.0,0.0,1.8778979907264297,0.6721931919893919,3.0
PF_F06_C,PF_F05_C,6,7,1.1747999999999994,23.495999999999988,0.0,0.0,3.0,0.0,0.0,1.8773291925465838,0.7997137727196648,4.0
PF_F05_C,PF_F04_C,7,8,0.7190000000000003,21.57000000000001,0.0,0.0,2.0,0.0,0.0,2.1833030852994555,0.7610445468042589,4.0
PF_F04_C,PF_F03_1,8,9,0.7744,23.231999999999996,1.5300945987269034e-16,0.0,2.0,0.0,0.0,1.8503086419753085,0.6833838620641954,3.0
PF_F03_1,PF_F02_C,9,10,0.5892,17.674548931383576,9.562669529999542e-05,0.0,2.0,0.0,0.0,2.0782608695652174,0.5250568709170484,1.0
PF_F02_C,PF_F01_C,10,11,0.3542000000000005,21.248996625421807,0.0001412227671276391,0.006000000000032202,1.0,0.0,0.0,1.3233665559246954,0.49915038777112575,1.0
PF_F01_C,PF_E01_C,11,12,0.5023999999999997,15.073501687289108,9.954031134843621e-05,3.907985046680551e-14,2.0,0.0,0.0,1.4209274673008323,0.543505199021995,1.0
PF_E01_C,PF_E02_C,12,13,0.589599999999999,17.687999999999967,2.5927295335417344e-16,0.0,2.0,0.0,0.0,1.2105263157894737,0.5554399258102952,1.0
PF_E02_C,PF_E03_C,13,14,0.5224000000000011,15.67197986577184,1.5638136835107486e-05,0.0,2.0,0.0,0.0,1.9047619047619047,0.7680731781511645,4.0
PF_E03_C,PF_E04_C,14,15,0.8987999999999996,26.964020134228182,9.08917010134005e-06,0.0,2.0,0.0,0.0,1.8724727838258164,0.6377585509285256,2.0
PF_E04_C,PF_E05_C,15,16,0.7492999999999999,22.403546979865766,0.04098425649562977,0.0,2.0134228187919465,0.0811488983926441,0.0,1.9023622047244095,0.7380875282466742,4.0
PF_E05_C,PF_E06_C,16,17,1.7302999999999997,34.60601342281878,4.7213483318082356e-06,0.0,3.0,0.0,0.0,1.8761609907120742,0.8128475772199468,4.0
PF_E06_C,PF_E07_1,17,18,1.9826999999999995,39.65399999999998,1.7928593955781062e-16,0.0,3.0,0.0,0.0,2.171122994652406,0.7919460938904538,4.0
PF_E07_1,PF_E08_1,18,19,1.3438000000000017,26.876000000000033,1.0835413050478985e-16,0.0,3.0,0.0,0.0,4.200704225352113,0.46538240422033017,2.0
PF_E08_1,PF_E09_C,19,20,1.8652999999999977,37.30599999999993,5.833163139802478e-16,0.0,3.0,0.0,0.0,4.200704225352113,0.46538240422033017,2.0
PF_E09_C,PF_E10_C,20,21,2.4907000000000004,37.3605,1.9029201020396994e-16,0.0,4.0,0.0,0.0,1.9192546583850931,0.8274861328170383,4.0
PF_F03_2,PF_F04_C,1,2,0.7752,23.25599999999999,3.069946648552696e-16,0.0,2.0,0.0,0.0,1.7978883861236803,0.509239766411252,1.0
PF_F04_C,PF_F05_C,2,3,0.7189,21.567000000000043,1.627630073622357e-16,0.0,2.0,0.0,0.0,1.8503086419753085,0.6833838620641954,3.0
PF_F05_C,PF_F06_C,3,4,1.1747999999999998,23.495999999999984,1.5533455492172848e-16,0.0,3.0,0.0,0.0,2.1833030852994555,0.7610445468042589,4.0
PF_F06_C,PF_F07_C,4,5,1.3273000000000001,26.546000000000024,1.4893431071668092e-16,0.0,3.0,0.0,0.0,1.8773291925465838,0.7997137727196648,4.0
PF_F07_C,PF_F08_C,5,6,0.9207000000000001,27.61802031602709,8.913682792005516e-06,0.0,2.0,0.0,0.0,1.8778979907264297,0.6721931919893919,3.0
PF_F08_C,PF_F09_C,6,7,1.3632,27.26598645598191,6.019178824026094e-06,0.0,3.0,0.0,0.0,2.200361010830325,0.5838775487964194,2.0
PF_F09_C,PF_F10_C,7,8,1.5857999999999999,31.71599999999999,3.35606050040168e-16,0.0,3.0,0.0,0.0,1.9110764430577223,0.649464314872812,2.0
PF_F10_C,PF_F11_C,8,9,1.6067999999999998,32.13599999999998,4.4245958364316464e-16,0.0,3.0,0.0,0.0,1.9026275115919629,0.5903002172447047,1.0
PF_E10_C,PF_E09_C,1,2,2.4989,37.48349999999999,1.8966926717812884e-16,0.0,4.0,0.0,0.0,1.94375,0.8336848464272023,4.0
PF_E09_C,PF_E08_2,2,3,1.8699000000000003,37.398,0.0,0.0,3.0,0.0,0.0,1.9192546583850931,0.8274861328170383,4.0
PF_E08_2,PF_E07_2,3,4,1.3561999999999994,27.12399999999998,2.621098649266847e-16,0.0,3.0,0.0,0.0,2.8842364532019706,0.6737903083122271,4.0
PF_E07_2,PF_E06_C,4,5,1.9828000000000001,39.656,0.0,0.0,3.0,0.0,0.0,2.8842364532019706,0.6737903083122271,4.0
PF_E06_C,PF_E05_C,5,6,1.7303000000000006,34.606,2.054403275810955e-16,0.0,3.0,0.0,0.0,2.171122994652406,0.7919460938904538,4.0
PF_E05_C,PF_E04_C,6,7,0.7492000000000001,22.476000000000006,1.581568779202569e-16,0.0,2.0,0.0,0.0,1.8761609907120742,0.8128475772199468,4.0
PF_E04_C,PF_E03_C,7,8,0.8988999999999994,26.96699999999998,0.0,0.0,2.0,0.0,0.0,1.9023622047244095,0.7380875282466742,4.0
PF_E03_C,PF_E02_C,8,9,0.5222999999999995,15.668999999999984,1.134320629311283e-16,0.0,2.0,0.0,0.0,1.8724727838258164,0.6377585509285256,2.0
PF_E02_C,PF_E01_C,9,10,0.5894000000000013,17.68200000000004,2.0103687298584363e-16,0.0,2.0,0.0,0.0,1.9047619047619047,0.7680731781511645,4.0
PF_E01_C,PF_F01_C,10,11,0.502699999999999,15.091523809523796,0.0006959502954388524,0.0,2.0,0.0,0.0,1.2105263157894737,0.5554399258102952,1.0
PF_F01_C,PF_F02_C,11,12,0.35410000000000075,21.249006802721112,0.00014122274112170113,0.0,1.0,0.0,0.0,1.4209274673008323,0.543505199021995,1.0
PF_F02_C,PF_F03_2,12,13,0.591899999999999,17.755496598639443,8.450462002317239e-05,0.0029999999999681393,2.0,0.0,0.0,1.3233665559246954,0.49915038777112575,1.0
PF_C15_C,PF_C14_1,1,2,0.5259,15.776999999999994,4.506211369335741e-16,0.0,2.0,0.0,0.0,2.7021739130434783,0.6028916519214983,4.0
PF_C14_1,PF_C13_C,2,3,0.6707000000000001,20.121000000000006,1.7666740413997797e-16,0.0,2.0,0.0,0.0,3.5089820359281436,0.5685677077741735,3.0
PF_C07_1,PF_F03_1,9,10,2.2873,27.447600000000005,1.2950949586486605e-16,0.0,5.0,0.0,0.0,2.1865671641791047,0.6337501571071705,4.0
PF_C13_C,PF_C14_2,2,3,0.7063999999999999,21.191999999999958,2.55323282839695e-16,0.0,2.0,0.0,0.0,1.612271540469974,0.5898415839414072,2.0
PF_C14_2,PF_C15_C,3,4,0.5264,15.791986607142878,1.267159804047888e-05,0.0,2.0,0.0,0.0,3.953795379537954,0.5086311625428819,2.0
PF_F03_2,PF_C07_2,4,5,2.2877,27.452400000000008,2.589727141438824e-16,0.0,5.0,0.0,0.0,1.7978883861236803,0.509239766411252,1.0
PF_C10_2,PF_C12_C,5,6,3.0811,30.811,0.0,0.0,6.0,0.0,0.0,2.8160377358490565,0.5359832546734009,4.0
PF_D13_C,PF_D12_C,1,2,1.4972,29.944000000000006,2.3753654534506594e-16,0.0,3.0,0.0,0.0,2.7905405405405403,0.9545923138287293,7.0
PF_D12_C,PF_D11_2,2,3,1.8705999999999998,37.41199999999999,0.0,0.0,3.0,0.0,0.0,2.7707865168539327,0.8657024017367014,5.0
PF_D11_2,PF_D10_C,3,4,1.1508000000000003,23.016000000000012,3.090369444652699e-16,0.0,3.0,0.0,0.0,5.36986301369863,0.6867899080681257,8.0
PF_D10_C,PF_D09_C,4,5,0.9811999999999994,29.435999999999986,1.208179493445553e-16,0.0,2.0,0.0,0.0,2.7562076749435667,0.945493246260418,6.0
PF_D09_C,PF_D08_C,5,6,2.0703000000000005,31.054500000000015,2.2904230671280014e-16,0.0,4.0,0.0,0.0,2.716517857142857,0.7603416248413466,4.0
PF_C05_2,PF_K01_C,18,19,0.9714000000000009,19.42800000000002,0.0,0.0,3.0,0.0,0.0,1.9174757281553398,0.5791089817477932,2.0
PF_K01_C,PF_K02_2,19,20,0.6649999999999991,19.95,1.338528046680632e-15,5.3290705182007514e-14,2.0,0.0,0.0,1.693069306930693,0.6374753821747186,3.0
