start_stop,end_stop,start_sequence,end_sequence,length,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins],start_lat,start_lon,end_lat,end_lon
PF_A02_C,PF_A03_2,14,15,0.6902999999999988,20.708999999999964,0.0,0.0,2.0,0.0,0.0,16.18228630278064,5.471271953537521,9.0,38.903139,-77.03966617,38.90992408,-77.04353057
PF_A03_2,PF_A04_C,15,16,1.0875000000000004,32.62500000000001,2.1790299572428688e-16,0.0,2.0,0.0,0.0,16.18228630278064,5.471271953537521,9.0,38.90992408,-77.04353057,38.92555387,-77.05268991
PF_A04_C,PF_A05_C,16,17,0.8945000000000007,26.835000000000036,3.9737759840720256e-16,0.0,2.0,0.0,0.0,16.18228630278064,5.471271953537521,9.0,38.92555387,-77.05268991,38.93490519,-77.05812601
PF_A05_C,PF_A06_C,17,18,0.5673999999999992,17.021999999999984,4.176410078430777e-16,0.0,2.0,0.0,0.0,16.18228630278064,5.471271953537521,9.0,38.93490519,-77.05812601,38.94320326,-77.06295116
PF_A06_C,PF_A07_C,18,19,0.9597000000000016,19.194000000000024,3.704105740682599e-16,0.0,3.0,0.0,0.0,14.075089392133492,5.8887452386272745,9.0,38.94320326,-77.06295116,38.94887778,-77.07966978
PF_A07_C,PF_A08_C,19,20,1.015699999999999,30.470999999999965,1.1666273766312555e-16,0.0,2.0,0.0,0.0,14.075089392133492,5.8887452386272745,9.0,38.94887778,-77.07966978,38.95937588,-77.08501937
PF_A08_C,PF_A09_C,20,21,1.715399999999999,34.307999999999986,2.0723039986784982e-16,0.0,3.0,0.0,0.0,14.075089392133492,5.8887452386272745,9.0,38.95937588,-77.08501937,38.9832672,-77.09365192
PF_A09_C,PF_A10_C,21,22,1.0275999999999996,30.827999999999975,3.4593521597246954e-16,0.0,2.0,0.0,0.0,14.075089392133492,5.8887452386272745,9.0,38.9832672,-77.09365192,38.99821762,-77.09675597
PF_A10_C,PF_A11_C,22,23,2.161200000000001,32.41800000000001,0.0,0.0,4.0,0.0,0.0,14.075089392133492,5.8887452386272745,9.0,38.99821762,-77.09675597,39.02972195,-77.10412029
PF_A11_C,PF_A12_C,23,24,1.4536000000000016,29.07200000000002,3.6683031225919363e-16,0.0,3.0,0.0,0.0,14.075089392133492,5.8887452386272745,9.0,39.02972195,-77.10412029,39.04852256,-77.11307662
PF_A12_C,PF_A13_C,24,25,1.0987999999999971,32.96399999999993,4.313590922622379e-16,0.0,2.0,0.0,0.0,14.075089392133492,5.8887452386272745,9.0,39.04852256,-77.11307662,39.06268856,-77.1212136
PF_A13_C,PF_A14_C,25,26,2.104800000000001,42.09600000000002,0.0,0.0,3.0,0.0,0.0,14.075089392133492,5.8887452386272745,9.0,39.06268856,-77.1212136,39.08426749,-77.14618148
PF_A14_C,PF_A15_C,26,27,2.6697000000000024,32.03640000000002,2.219244533925842e-16,0.0,5.0,0.0,0.0,14.075089392133492,5.8887452386272745,9.0,39.08426749,-77.14618148,39.11991556,-77.16466099
PF_G05_C,PF_G04_C,1,2,1.325,26.5,0.0,0.0,3.0,0.0,0.0,32.621428571428574,3.871166532206349,24.0,38.90050268,-76.84465183,38.89399325,-76.86770515
PF_G04_C,PF_G03_C,2,3,1.7288,34.57600000000001,4.112480055899832e-16,0.0,3.0,0.0,0.0,32.621428571428574,3.871166532206349,24.0,38.89399325,-76.86770515,38.88672337,-76.89413237
PF_G03_C,PF_G02_C,3,4,1.0070000000000006,30.210000000000026,2.3534112944851463e-16,0.0,2.0,0.0,0.0,32.621428571428574,3.871166532206349,24.0,38.88672337,-76.89413237,38.88942134,-76.91183095
PF_G02_C,PF_G01_C,4,5,1.3514999999999997,27.02999999999999,1.3151416057417007e-16,0.0,3.0,0.0,0.0,32.621428571428574,3.871166532206349,24.0,38.88942134,-76.91183095,38.89106148,-76.93861693
PF_G01_C,PF_D08_C,5,6,2.6326,39.48900000000001,1.8004141711969482e-16,0.0,4.0,0.0,0.0,37.08390022675737,3.774368691434577,41.599999999999454,38.89106148,-76.93861693,38.88691895,-76.97707162
PF_D08_C,PF_D07_C,6,7,0.7652999999999999,22.959,1.54800126247954e-16,0.0,2.0,0.0,0.0,37.08390022675737,3.774368691434577,41.599999999999454,38.88691895,-76.97707162,38.88126287,-76.98557739
PF_D07_C,PF_D06_C,7,8,0.6503999999999994,19.511999999999983,0.0,0.0,2.0,0.0,0.0,37.08390022675737,3.774368691434577,41.599999999999454,38.88126287,-76.98557739,38.88462465,-76.9960726
PF_D06_C,PF_D05_C,8,9,0.5538000000000007,16.614000000000022,0.0,0.0,2.0,0.0,0.0,37.08390022675737,3.774368691434577,41.599999999999454,38.88462465,-76.9960726,38.88506533,-77.0052132
PF_D05_C,PF_D04_C,9,10,0.5091000000000001,15.272999999999998,3.490528480187367e-16,0.0,2.0,0.0,0.0,37.08390022675737,3.774368691434577,41.599999999999454,38.88506533,-77.0052132,38.88506795,-77.01593515
PF_D04_C,PF_D03_C,10,11,0.3642000000000003,21.852000000000025,3.2528428505644995e-16,0.0,1.0,0.0,0.0,37.08390022675737,3.774368691434577,41.599999999999454,38.88506795,-77.01593515,38.88484,-77.02208621
PF_D03_C,PF_D02_2,11,12,0.4637999999999991,13.913999999999971,1.2771511062695068e-16,0.0,2.0,0.0,0.0,37.08390022675737,3.774368691434577,41.599999999999454,38.88484,-77.02208621,38.88845646,-77.02854519
PF_D02_2,PF_D01_C,12,13,0.4323999999999994,12.972000000000005,1.9783149293026835e-15,5.329070518200752e-14,2.0,0.0,0.0,37.08390022675737,3.774368691434577,41.599999999999454,38.88845646,-77.02854519,38.89382588,-77.02812963
PF_D01_C,PF_C01_C,13,14,0.3286000000000015,19.725812108559552,0.0013640479692897,0.0419999999999021,1.0,0.0,0.0,37.10204081632653,3.7741825141675984,41.599999999999454,38.89382588,-77.02812963,38.89811104,-77.02808414
PF_C01_C,PF_C02_2,14,15,0.4124999999999996,12.367970772442575,0.0008015243577214,1.0658141036401504e-14,2.0,0.0,0.0,37.10204081632653,3.7741825141675984,41.599999999999454,38.89811104,-77.02808414,38.90138734,-77.03342284
PF_C02_2,PF_C03_2,15,16,0.4071999999999995,24.431528183716043,6.61269097774068e-05,0.0,1.0,0.0,0.0,37.10204081632653,3.7741825141675984,41.599999999999454,38.90138734,-77.03342284,38.90138788,-77.04046559
PF_C03_2,PF_C04_C,16,17,0.5845000000000002,17.535000000000004,2.026775295588777e-16,0.0,2.0,0.0,0.0,37.10204081632653,3.7741825141675984,41.599999999999454,38.90138788,-77.04046559,38.90069215,-77.05010201
PF_C04_C,PF_C05_2,17,18,1.288399999999999,25.768157272094623,2.089893924622213e-05,0.0020000000000166,3.0,0.0,0.0,37.10204081632653,3.7741825141675984,41.599999999999454,38.90069215,-77.05010201,38.89602652,-77.07084623
PF_C05_2,PF_C06_2,18,19,0.9960000000000004,29.88007422680413,2.2218739141085055e-05,0.0,2.0,0.0,0.0,20.97808219178082,4.742302431457947,3.0,38.89602652,-77.07084623,38.88455824,-77.06316289
PF_C06_2,PF_C07_2,19,20,1.3406000000000002,26.81150927835052,3.213136731597661e-05,0.0,3.0,0.0,0.0,20.97808219178082,4.742302431457947,3.0,38.88455824,-77.06316289,38.86919821,-77.05412775
PF_C07_2,PF_C08_2,20,21,0.6106000000000016,18.31411636363638,0.0001565980819084,0.0060000000000393,2.0,0.0,0.0,20.97808219178082,4.742302431457947,3.0,38.86919821,-77.05412775,38.86185233,-77.05958163
PF_C08_2,PF_C09_2,21,22,0.720799999999997,21.62618836363633,6.164792940864727e-05,2.4868995751603507e-14,2.0,0.0,0.0,20.97808219178082,4.742302431457947,3.0,38.86185233,-77.05958163,38.8577858,-77.05055889
PF_C09_2,PF_C10_2,22,23,0.7592999999999996,45.55750690909093,3.618390915908509e-05,0.0,1.0,0.0,0.0,20.97808219178082,4.742302431457947,3.0,38.8577858,-77.05055889,38.85348502,-77.04409364
PF_C10_2,PF_C11_2,23,24,1.5674000000000028,31.34816460305901,1.7540018502793937e-05,0.0020000000000131,3.0,0.0,0.0,20.97808219178082,4.742302431457947,3.0,38.85348502,-77.04409364,38.83319118,-77.04649174
PF_C11_2,PF_C12_C,24,25,1.5212000000000003,30.42400582665694,3.5443205722759474e-06,1.7763568394002505e-14,3.0,0.0,0.0,20.97808219178082,4.742302431457947,3.0,38.83319118,-77.04649174,38.81407871,-77.0537195
PF_C12_C,PF_C13_C,25,26,0.6908999999999992,20.724458363504723,0.0018572196450518,0.0,2.0,0.0,0.0,20.97808219178082,4.742302431457947,3.0,38.81407871,-77.0537195,38.80659727,-77.06096816
PF_C13_C,PF_J02_C,26,27,3.805299999999999,38.05299999999999,1.8044624094407206e-16,1.4210854715202004e-14,6.0,0.0,0.0,20.97808219178082,4.742302431457947,3.0,38.80659727,-77.06096816,38.79928502,-77.12926624
PF_J02_C,PF_J03_C,27,28,3.608599999999999,36.08575463917525,1.1936711058732975e-05,0.0,6.0,0.0,0.0,20.97808219178082,4.742302431457947,3.0,38.79928502,-77.12926624,38.76649769,-77.16798867
PF_J03_C,PF_J02_C,1,2,3.5902,43.0824,0.0,0.0,5.0,0.0,0.0,24.190376569037657,4.016612550386442,6.0,38.76649769,-77.16798867,38.79928502,-77.12926624
PF_J02_C,PF_C13_C,2,3,3.7693,37.69299999999999,1.887049566176581e-16,0.0,6.0,0.0,0.0,17.81057268722467,5.080533286407196,10.0,38.79928502,-77.12926624,38.80659727,-77.06096816
PF_C13_C,PF_C12_C,3,4,0.6520999999999999,19.56767692307692,0.0010585058970673,0.0,2.0,0.0,0.0,17.81057268722467,5.080533286407196,10.0,38.80659727,-77.06096816,38.81407871,-77.0537195
PF_C12_C,PF_C11_1,4,5,1.5202000000000009,30.404000000000003,2.9255353924482463e-16,1.7763568394002505e-14,3.0,0.0,0.0,17.81057268722467,5.080533286407196,10.0,38.81407871,-77.0537195,38.83318818,-77.04634174
PF_C11_1,PF_C10_1,5,6,1.538499999999999,30.77,3.9074537247804697e-16,0.0,3.0,0.0,0.0,17.81057268722467,5.080533286407196,10.0,38.83318818,-77.04634174,38.85350817,-77.04399623
PF_C10_1,PF_C09_1,6,7,0.7445000000000004,22.33499999999999,5.80013122974927e-16,2.4868995751603507e-14,2.0,0.0,0.0,17.81057268722467,5.080533286407196,10.0,38.85350817,-77.04399623,38.85788934,-77.05058238
PF_C09_1,PF_C08_1,7,8,0.7102000000000004,21.30600000000001,0.0,0.0,2.0,0.0,0.0,17.81057268722467,5.080533286407196,10.0,38.85788934,-77.05058238,38.86184163,-77.05944486
PF_C08_1,PF_C07_1,8,9,0.610199999999999,18.306004395604383,6.27071564247502e-06,0.0,2.0,0.0,0.0,17.81057268722467,5.080533286407196,10.0,38.86184163,-77.05944486,38.86916837,-77.05409044
PF_C07_1,PF_C06_1,9,10,1.3252000000000006,26.5039916839917,4.860806206650726e-06,0.0,3.0,0.0,0.0,24.190376569037657,4.016612550386442,6.0,38.86916837,-77.05409044,38.88460755,-77.06303395
PF_C06_1,PF_C05_1,10,11,0.9960000000000004,29.88001247401248,6.467405295904901e-06,0.0,2.0,0.0,0.0,26.40909090909091,4.102482904748778,6.0,38.88460755,-77.06303395,38.89602709,-77.0708266
PF_C05_1,PF_C04_C,11,12,1.2838000000000012,25.67201387925053,0.0001099444041445,0.0060000000000215,3.0,0.0,0.0,26.40909090909091,4.102482904748778,6.0,38.89602709,-77.0708266,38.90069215,-77.05010201
PF_C04_C,PF_C03_1,12,13,0.5830999999999982,17.49496530187369,8.153782532601957e-05,5.329070518200752e-14,2.0,0.0,0.0,26.40909090909091,4.102482904748778,6.0,38.90069215,-77.05010201,38.90128024,-77.04046558
PF_C03_1,PF_C02_1,13,14,0.3813999999999993,22.88405829285218,2.572651581380469e-05,1.0658141036401505e-13,1.0,0.0,0.0,26.40909090909091,4.102482904748778,6.0,38.90128024,-77.04046558,38.90128031,-77.03342283
PF_C02_1,PF_C01_C,14,15,0.4095000000000013,12.285058292852174,0.0001128377003074,5.329070518200752e-14,2.0,0.0,0.0,26.40909090909091,4.102482904748778,6.0,38.90128031,-77.03342283,38.89811104,-77.02808414
PF_C01_C,PF_D01_C,15,16,0.3264999999999993,19.59019986120746,0.0001578304191643,0.0,1.0,0.0,0.0,26.40909090909091,4.102482904748778,6.0,38.89811104,-77.02808414,38.89382588,-77.02812963
PF_D01_C,PF_D02_1,16,17,0.4326000000000007,12.978000000000025,3.5672681658705636e-16,0.0,2.0,0.0,0.0,23.88617886178862,4.739515559953142,3.0,38.89382588,-77.02812963,38.88843816,-77.02867526
PF_D02_1,PF_D03_C,17,18,0.4626999999999981,13.880999999999943,5.580868499838044e-16,0.0,2.0,0.0,0.0,23.88617886178862,4.739515559953142,3.0,38.88843816,-77.02867526,38.88484,-77.02208621
PF_D03_C,PF_D04_C,18,19,0.3631000000000028,21.781746606335098,0.0001251804264959,0.0059999999997728,1.0,0.0,0.0,23.88617886178862,4.739515559953142,3.0,38.88484,-77.02208621,38.88506795,-77.01593515
PF_D04_C,PF_D05_C,19,20,0.5017999999999994,30.112316742081397,8.95515354224374e-05,0.0,1.0,0.0,0.0,23.88617886178862,4.739515559953142,3.0,38.88506795,-77.01593515,38.88506533,-77.0052132
PF_D05_C,PF_D06_C,20,21,0.5488999999999997,16.466968325791804,1.86276830054338e-05,0.0,2.0,0.0,0.0,23.88617886178862,4.739515559953142,3.0,38.88506533,-77.0052132,38.88462465,-76.9960726
PF_D06_C,PF_D07_C,21,22,0.639800000000001,19.19432432432435,0.0002512846237909,0.0,2.0,0.0,0.0,23.88617886178862,4.739515559953142,3.0,38.88462465,-76.9960726,38.88126287,-76.98557739
PF_D07_C,PF_D08_C,22,23,0.7652999999999999,22.959027027027066,1.2351059784369584e-05,1.0658141036401505e-13,2.0,0.0,0.0,23.88617886178862,4.739515559953142,3.0,38.88126287,-76.98557739,38.88691895,-76.97707162
PF_D08_C,PF_G01_C,23,24,2.5810999999999997,30.97319149940968,3.2511875618656325e-06,0.0,5.0,0.0,0.0,23.88617886178862,4.739515559953142,3.0,38.88691895,-76.97707162,38.89106148,-76.93861693
PF_G01_C,PF_G02_C,24,25,1.346599999999999,26.93199999999993,1.3337804517269022e-15,7.105427357601003e-14,3.0,0.0,0.0,23.88617886178862,4.739515559953142,3.0,38.89106148,-76.93861693,38.88942134,-76.91183095
PF_G02_C,PF_G03_C,25,26,0.9846000000000004,29.53804958677687,1.2956839269510316e-05,0.0,2.0,0.0,0.0,23.88617886178862,4.739515559953142,3.0,38.88942134,-76.91183095,38.88672337,-76.89413237
PF_G03_C,PF_G04_C,26,27,1.7287999999999997,34.5759811097993,5.598279414154556e-06,0.0,3.0,0.0,0.0,23.88617886178862,4.739515559953142,3.0,38.88672337,-76.89413237,38.89399325,-76.86770515
PF_G04_C,PF_G05_C,27,28,1.3246000000000002,26.49201889020076,7.306578032982557e-06,0.0,3.0,0.0,0.0,23.88617886178862,4.739515559953142,3.0,38.89399325,-76.86770515,38.90050268,-76.84465183
PF_F11_C,PF_F10_C,1,2,1.6081,32.16199999999999,2.2105066673480144e-16,0.0,3.0,0.0,0.0,13.3032694475761,6.053371625175465,0.0,38.82671071,-76.9118158,38.84465995,-76.9328671
PF_F10_C,PF_F09_C,2,3,1.5858,31.716000000000005,1.120795740876006e-16,0.0,3.0,0.0,0.0,13.3032694475761,6.053371625175465,0.0,38.84465995,-76.9328671,38.85111917,-76.95660477
PF_F09_C,PF_F08_C,3,4,1.3632999999999995,27.266,2.607434733193238e-16,0.0,3.0,0.0,0.0,13.3032694475761,6.053371625175465,0.0,38.85111917,-76.95660477,38.8409458,-76.9752086
PF_F08_C,PF_F07_C,4,5,0.9206000000000004,27.618,3.861303249796156e-16,0.0,2.0,0.0,0.0,13.525195968645017,5.941224997992386,0.0,38.8409458,-76.9752086,38.84568777,-76.98843722
PF_F07_C,PF_F06_C,5,6,1.3273,26.546,1.3390777411897618e-16,0.0,3.0,0.0,0.0,13.3032694475761,6.053371625175465,0.0,38.84568777,-76.98843722,38.863275,-76.9955565
PF_F06_C,PF_F05_C,6,7,1.1747999999999994,23.495999999999988,0.0,0.0,3.0,0.0,0.0,13.3032694475761,6.053371625175465,0.0,38.863275,-76.9955565,38.87646472,-77.00587504
PF_F05_C,PF_F04_C,7,8,0.7190000000000003,21.57000000000001,0.0,0.0,2.0,0.0,0.0,13.3032694475761,6.053371625175465,0.0,38.87646472,-77.00587504,38.87644813,-77.0175571
PF_F04_C,PF_F03_1,8,9,0.7744,23.232,1.5300945987269034e-16,0.0,2.0,0.0,0.0,13.3032694475761,6.053371625175465,0.0,38.87644813,-77.0175571,38.88511895,-77.02182773
PF_F03_1,PF_F02_C,9,10,0.5892,17.674548931383576,9.562669529999542e-05,0.0,2.0,0.0,0.0,13.3032694475761,6.053371625175465,0.0,38.88511895,-77.02182773,38.89321666,-77.0219064
PF_F02_C,PF_F01_C,10,11,0.3542000000000005,21.248996625421807,0.0001412227671276,0.0060000000000322,1.0,0.0,0.0,13.857951329937748,6.033349328914878,0.0,38.89321666,-77.0219064,38.89837678,-77.02190378
PF_F01_C,PF_E01_C,11,12,0.5023999999999997,15.073501687289108,9.95403113484362e-05,3.907985046680551e-14,2.0,0.0,0.0,13.3032694475761,6.053371625175465,0.0,38.89837678,-77.02190378,38.90657183,-77.02191823
PF_E01_C,PF_E02_C,12,13,0.589599999999999,17.687999999999967,2.5927295335417344e-16,0.0,2.0,0.0,0.0,13.3032694475761,6.053371625175465,0.0,38.90657183,-77.02191823,38.91350995,-77.02192036
PF_E02_C,PF_E03_C,13,14,0.5224000000000011,15.67197986577184,1.5638136835107486e-05,0.0,2.0,0.0,0.0,13.3032694475761,6.053371625175465,0.0,38.91350995,-77.02192036,38.91700113,-77.02751795
PF_E03_C,PF_E04_C,14,15,0.8987999999999996,26.964020134228186,9.08917010134005e-06,0.0,2.0,0.0,0.0,13.3032694475761,6.053371625175465,0.0,38.91700113,-77.02751795,38.92749449,-77.03251875
PF_E04_C,PF_E05_C,15,16,0.7492999999999999,22.40354697986577,0.0409842564956297,0.0,2.0134228187919465,0.0811488983926441,0.0,13.278466741826382,6.053461288292562,0.0,38.92749449,-77.03251875,38.93735792,-77.0235358
PF_E05_C,PF_E06_C,16,17,1.7302999999999995,34.60601342281878,4.721348331808236e-06,0.0,3.0,0.0,0.0,13.278466741826382,6.053461288292562,0.0,38.93735792,-77.0235358,38.95172354,-77.00315997
PF_E06_C,PF_E07_1,17,18,1.9826999999999997,39.65399999999998,1.7928593955781062e-16,0.0,3.0,0.0,0.0,13.278466741826382,6.053461288292562,0.0,38.95172354,-77.00315997,38.95524734,-76.96943634
