start_stop,end_stop,start_sequence,end_sequence,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins],datetime
PF_D08_C,PF_D07_C,6.0,7.0,23.02010717690328,0.1705449878773825,1.9743611793611784,2.0365591397849463,0.1368001744590324,0.333333333333333,10.52111111111111,0.854289649330105,22.65666666666661,2024-01-02 00:03:00
PF_D08_C,PF_D07_C,6.0,7.0,22.395989537345507,0.082972381298974,1.4730451233842494,2.0677777777777777,0.1070964838585892,0.3366666666666664,10.533333333333331,0.8041958315013358,21.609999999999967,2024-01-02 00:02:00
PF_D08_C,PF_D07_C,6.0,7.0,22.48045408584049,0.0882958106985591,1.985643243243242,2.0616666666666665,0.1106835318955326,0.3366666666666664,11.247701149425287,0.7547268506043718,21.73666666666664,2024-01-02 00:00:00
PF_D08_C,PF_D07_C,6.0,7.0,23.09355639044633,0.2000857493058209,1.9743611793611784,2.0392473118279573,0.1430234893507702,0.333333333333333,10.685,0.9237007942859268,21.91833333333333,2024-01-02 00:07:00
PF_D08_C,PF_D07_C,6.0,7.0,22.394541371987096,0.081372613347746,1.3867128084606293,2.0671875,0.1045315203154916,0.33,12.421505376344088,0.8309747377819894,22.3,2024-01-02 00:16:00
PF_D08_C,PF_D07_C,6.0,7.0,22.58463872444081,0.0916213164107429,1.4298789659224411,2.052688172043011,0.1106766905918848,0.3166666666666664,11.22111111111111,1.0299570067993302,23.076666666666647,2024-01-02 00:20:00
PF_D08_C,PF_D07_C,6.0,7.0,22.48812425242188,0.0786907783873492,1.3867128084606293,2.0578125,0.103085861489503,0.3116666666666665,12.458064516129031,0.905056165871867,19.850000000000005,2024-01-02 00:17:00
PF_D08_C,PF_D07_C,6.0,7.0,22.999852983247163,0.0832738062663206,1.9743611793611784,2.0080645161290325,0.0731101837907101,0.2333333333333334,12.702777777777778,0.9131632808654794,22.263333333333325,2024-01-02 00:19:00
PF_D08_C,PF_D07_C,6.0,7.0,23.10381607959559,0.157669558828566,4.424531139835487,2.0268817204301075,0.1374903522690756,0.3166666666666664,11.55,1.0326146334454374,26.882499999999965,2024-01-02 00:22:00
PF_D08_C,PF_D07_C,6.0,7.0,22.747459303095297,0.1629751177197149,1.4298789659224411,2.0596774193548386,0.1378912127068325,0.4750000000000001,11.727777777777778,1.011596873751167,26.72666666666663,2024-01-02 00:23:00
PF_D08_C,PF_D07_C,6.0,7.0,21.986125005472324,0.1040430215149866,0.6632224023581408,2.1182291666666666,0.1407700613654555,0.7091666666666661,10.705913978494625,0.8247830674312924,22.583333333333336,2024-01-02 00:25:00
PF_D08_C,PF_D07_C,6.0,7.0,22.25804306609401,0.1134322256827123,1.4298789659224411,2.0962365591397853,0.1480593654523433,0.7166666666666668,10.476666666666668,0.8964465501207176,24.199166666666624,2024-01-02 00:24:00
PF_D08_C,PF_D07_C,6.0,7.0,21.93384361314962,0.1082970625103721,0.6632224023581408,2.1255208333333337,0.1450913223831771,0.8374999999999999,10.961827956989248,0.7466812133337487,18.333333333333336,2024-01-02 00:26:00
PF_D08_C,PF_D07_C,6.0,7.0,22.67855245041232,0.1570635929951799,1.3867128084606293,2.066666666666667,0.1464419172850757,0.4941666666666666,10.896236559139783,0.8030056362991832,21.81666666666667,2024-01-02 00:28:00
PF_D08_C,PF_D07_C,6.0,7.0,22.67855245041232,0.1570635929951799,1.3867128084606293,2.066666666666667,0.1464419172850757,0.4941666666666666,10.65537634408602,0.8100268821387343,21.750000000000004,2024-01-02 00:29:00
PF_D08_C,PF_D07_C,6.0,7.0,22.900866710975706,0.2032734644326617,1.3867128084606293,2.0609375,0.1557939258811413,0.4941666666666666,10.699462365591396,0.8041180975213642,21.383333333333336,2024-01-02 00:30:00
PF_D08_C,PF_D07_C,6.0,7.0,22.71104145661717,0.154587431782044,1.343546650998821,2.0626262626262624,0.1448556805999865,0.4799999999999995,11.228645833333331,0.8484082096504441,25.304166666666667,2024-01-02 00:31:00
PF_D08_C,PF_D07_C,6.0,7.0,22.80991260453241,0.1813643863921185,1.343546650998821,2.0616161616161617,0.1500156073803062,0.4799999999999995,11.0375,0.8448334545458176,24.23583333333333,2024-01-02 00:32:00
PF_D08_C,PF_D07_C,6.0,7.0,22.701707928532365,0.1604861268717952,1.3867128084606293,2.065625,0.1473153573235408,0.4941666666666666,11.24784946236559,0.7660146368504046,22.125000000000004,2024-01-02 00:33:00
PF_D08_C,PF_D07_C,6.0,7.0,22.681301048834584,0.1545728298616329,1.343546650998821,2.0651515151515154,0.1443029115979284,0.4799999999999995,11.0625,0.8427857535302037,24.4925,2024-01-02 00:34:00
PF_D08_C,PF_D07_C,6.0,7.0,22.770382645854724,0.1729867700211646,1.343546650998821,2.0626262626262624,0.1483352531993661,0.4799999999999995,10.939583333333337,0.7897975464634844,22.144166666666667,2024-01-02 00:35:00
PF_D08_C,PF_D07_C,6.0,7.0,22.231400252753755,0.0900802849462807,0.998217391304344,2.087373737373737,0.1218461284896768,0.4799999999999995,11.434375,0.8265313088107838,19.043333333333333,2024-01-02 00:36:00
PF_D08_C,PF_D07_C,6.0,7.0,22.23736151065232,0.0914837480005689,0.998217391304344,2.0875,0.1237877991684947,0.4941666666666666,10.813440860215056,0.8645183259129198,20.65833333333333,2024-01-02 00:37:00
PF_D08_C,PF_D07_C,6.0,7.0,22.23736151065232,0.0914837480005689,0.998217391304344,2.0875,0.1237877991684947,0.4941666666666666,10.710752688172043,0.8643577487963017,20.03333333333333,2024-01-02 00:38:00
