start_stop,end_stop,start_sequence,end_sequence,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins],datetime
PF_E04_C,PF_E05_C,15.0,16.0,19.867059021463245,0.0324103192834737,0.0,2.265277777777778,0.0347168339676073,0.185833333333333,13.755,1.12090505904529,31.568333333333293,2024-01-02 00:03:00
PF_E04_C,PF_E05_C,15.0,16.0,19.867059021463245,0.0324103192834737,0.0,2.265277777777778,0.0347168339676073,0.185833333333333,13.985,1.1108872460583306,32.216666666666626,2024-01-02 00:02:00
PF_E04_C,PF_E05_C,15.0,16.0,19.974181228389007,0.029567831248423,0.0681105375378727,2.252777777777778,0.0322997193621248,0.1124999999999998,14.935,1.0528777888501242,34.93749999999997,2024-01-02 00:00:00
PF_E04_C,PF_E05_C,15.0,16.0,20.592837914351904,0.0644618444469913,2.50682128083712,2.1902777777777778,0.0548200681216067,0.0,14.073333333333332,0.9420174432655992,28.80666666666664,2024-01-02 00:16:00
PF_E04_C,PF_E05_C,15.0,16.0,20.592837914351904,0.0644618444469913,2.50682128083712,2.1902777777777778,0.0548200681216067,0.0,13.943333333333332,0.9526385048562156,28.973333333333308,2024-01-02 00:17:00
PF_E04_C,PF_E05_C,15.0,16.0,20.592837914351904,0.0644618444469913,2.50682128083712,2.1902777777777778,0.0548200681216067,0.0,13.91,0.9543442199564136,28.773333333333305,2024-01-02 00:19:00
PF_E04_C,PF_E05_C,15.0,16.0,21.271885799784886,0.1724123122323072,6.17367986217522,2.152777777777778,0.1155331731782082,0.0,13.212121212121213,0.7860390732461335,23.225,2024-01-02 00:22:00
PF_E04_C,PF_E05_C,15.0,16.0,20.62761444457512,0.0775349323948476,2.734416758596012,2.1893939393939394,0.0640779628347919,0.0,12.701666666666666,0.8137901564299143,21.54416666666664,2024-01-02 00:23:00
PF_E04_C,PF_E05_C,15.0,16.0,20.04110658092668,0.0174378071622469,0.0756783750420844,2.243939393939394,0.0182758842435758,0.0666666666666664,12.544999999999998,0.8420397809776059,21.61166666666664,2024-01-02 00:25:00
PF_E04_C,PF_E05_C,15.0,16.0,20.04110658092668,0.0174378071622469,0.0756783750420844,2.243939393939394,0.0182758842435758,0.0666666666666664,12.621666666666666,0.8289945464054131,21.543333333333305,2024-01-02 00:24:00
PF_E04_C,PF_E05_C,15.0,16.0,20.03217246289994,0.018323040928559,0.0832462125462925,2.245,0.019184407268809,0.0733333333333332,12.37962962962963,0.8827139575208448,22.193333333333324,2024-01-02 00:26:00
PF_E04_C,PF_E05_C,15.0,16.0,20.37020253808791,0.0594164589895745,1.9424116260801263,2.2133333333333334,0.053222322412444,0.0733333333333332,15.425925925925924,0.7730730233922884,28.079999999999995,2024-01-02 00:28:00
PF_E04_C,PF_E05_C,15.0,16.0,21.262624352628663,0.1949492827833434,6.794026119402989,2.163636363636364,0.1286123098868196,0.0666666666666664,15.313333333333333,0.8997314168267635,32.138333333333314,2024-01-02 00:29:00
PF_E04_C,PF_E05_C,15.0,16.0,20.89209138559569,0.1398664545126225,4.756094800721666,2.18030303030303,0.1026042761051557,0.0666666666666664,15.176666666666666,0.9138128051379496,32.20583333333332,2024-01-02 00:30:00
PF_E04_C,PF_E05_C,15.0,16.0,19.974302218241306,0.0184524313169656,0.0,2.251515151515152,0.0191476923216998,0.0999999999999996,15.026666666666667,0.9076448688034532,31.56583333333332,2024-01-02 00:31:00
PF_E04_C,PF_E05_C,15.0,16.0,19.974302218241306,0.0184524313169656,0.0,2.251515151515152,0.0191476923216998,0.0999999999999996,13.913333333333336,0.9405962875977614,28.29916666666664,2024-01-02 00:32:00
PF_E04_C,PF_E05_C,15.0,16.0,19.974302218241306,0.0184524313169656,0.0,2.251515151515152,0.0191476923216998,0.0999999999999996,14.043333333333331,0.92736368543645,28.18999999999997,2024-01-02 00:33:00
PF_E04_C,PF_E05_C,15.0,16.0,19.974302218241306,0.0184524313169656,0.0,2.251515151515152,0.0191476923216998,0.0999999999999996,14.066666666666666,0.9320663306235426,28.37666666666664,2024-01-02 00:34:00
PF_E04_C,PF_E05_C,15.0,16.0,19.974302218241306,0.0184524313169656,0.0,2.251515151515152,0.0191476923216998,0.0999999999999996,14.093333333333334,0.919587661385416,27.91416666666664,2024-01-02 00:36:00
PF_E04_C,PF_E05_C,15.0,16.0,19.9873143468207,0.0177262911488207,0.0,2.2500000000000004,0.018417231422461,0.0966666666666666,16.200000000000003,0.8916759908082005,30.66666666666667,2024-01-02 00:37:00
PF_E04_C,PF_E05_C,15.0,16.0,19.9873143468207,0.0177262911488207,0.0,2.2500000000000004,0.018417231422461,0.0966666666666666,13.472727272727274,1.0857605963214974,27.925,2024-01-02 00:38:00
PF_E04_C,PF_E05_C,15.0,16.0,21.237916721223726,0.1822467590485829,6.382824899890789,2.1606060606060606,0.1222242002095088,0.0333333333333332,14.061666666666667,1.0842879812196144,29.548333333333293,2024-01-02 00:40:00
PF_E04_C,PF_E05_C,15.0,16.0,21.132367745092253,0.1666102429035499,5.80230553116769,2.1651515151515155,0.1150259893340569,0.0333333333333332,13.928333333333336,1.0811463566131048,29.09999999999996,2024-01-02 00:41:00
PF_E04_C,PF_E05_C,15.0,16.0,20.163186261135035,0.0173163797449946,0.4718073694029847,2.230303030303031,0.0169809780434434,0.0333333333333332,13.741666666666664,1.0758493611493876,29.04083333333329,2024-01-02 00:42:00
PF_E04_C,PF_E05_C,15.0,16.0,20.48424603404084,0.0542002315315453,2.2376361203849235,2.2,0.0483900588565797,0.0333333333333332,13.661666666666669,1.0722517118016126,28.719166666666624,2024-01-02 00:43:00
PF_E04_C,PF_E05_C,15.0,16.0,21.21815090316552,0.1652113057916502,6.274112900570675,2.1560606060606062,0.1150869567011644,0.0333333333333332,13.491666666666664,1.0686590192929677,28.47666666666663,2024-01-02 00:44:00
PF_E04_C,PF_E05_C,15.0,16.0,20.583761860869107,0.0726041717308752,2.8048286698807345,2.193055555555556,0.0610959076894863,0.0299999999999998,12.895454545454545,0.8075966051383129,22.416666666666668,2024-01-02 00:45:01
PF_E04_C,PF_E05_C,15.0,16.0,20.12537783459395,0.0215953268824406,0.4718073694029847,2.234848484848485,0.0217309023560389,0.0583333333333335,13.201666666666664,0.8241594609324184,23.712499999999977,2024-01-02 00:46:00
