start_stop,end_stop,start_sequence,end_sequence,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins],datetime
PF_A15_C,PF_C02_1,1,1.0,,,,29.116666666666667,,0.0,,,,2024-01-02 17:27:00
PF_A15_C,PF_C02_1,1,1.0,,,,30.066666666666666,,0.0,,,,2024-01-02 17:28:00
