start_stop,end_stop,start_sequence,end_sequence,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins],datetime
PF_D11_1,PF_D11_1,24,24.0,,,,9.116666666666667,,0.0,16.94259259259259,0.9627900240888012,34.379999999999995,2024-02-02 13:04:00
PF_D11_1,PF_D11_1,24,24.0,,,,9.116666666666667,,0.0,17.06851851851852,0.950693966680109,34.23333333333332,2024-02-02 13:05:00
PF_D11_1,PF_D11_1,24,24.0,,,,9.116666666666667,,0.0,16.651666666666664,1.0587002743731582,36.683333333333294,2024-02-02 13:06:00
PF_D11_1,PF_D11_1,24,24.0,,,,9.116666666666667,,0.0,16.35185185185185,0.679122940871781,22.816666666666663,2024-02-02 13:07:00
PF_D11_1,PF_D11_1,24,24.0,,,,9.116666666666667,,0.0,16.492592592592594,0.6685365555400319,22.559999999999995,2024-02-02 13:08:00
PF_D11_1,PF_D11_1,24,24.0,,,,5.441666666666666,0.9550814410513552,3.307500000000001,16.522222222222222,0.6693779478322509,22.37,2024-02-02 13:09:00
PF_D11_1,PF_D11_1,24,24.0,,,,9.116666666666667,,0.0,16.227777777777778,0.6831134546245726,22.456666666666663,2024-02-02 13:10:00
PF_D11_1,PF_D11_1,24,24.0,,,,9.116666666666667,,0.0,14.792592592592593,0.6491243308780844,19.349999999999994,2024-02-02 13:11:00
PF_D11_1,PF_D11_1,24,24.0,,,,9.116666666666667,,0.0,14.837037037037035,0.6422901233942607,19.45666666666666,2024-02-02 13:12:00
PF_D11_1,PF_D11_1,24,24.0,,,,9.116666666666667,,0.0,14.955555555555556,0.6420044649412577,19.21,2024-02-02 13:15:00
PF_D11_1,PF_D11_1,24,24.0,,,,9.116666666666667,,0.0,14.61111111111111,0.6526776011213409,19.153333333333325,2024-02-02 13:14:00
PF_D11_1,PF_D11_1,24,24.0,,,,9.116666666666667,,0.0,15.220833333333331,0.6674908115216419,20.15583333333332,2024-02-02 13:16:00
PF_D11_1,PF_D11_1,24,24.0,,,,0.15,,0.0,14.725,1.115558396684406,32.33666666666664,2024-02-02 14:17:00
PF_D11_1,PF_D11_1,24,24.0,,,,0.2,,0.0,15.596666666666668,0.8925305422184703,29.596666666666643,2024-02-02 21:59:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.766666666666667,0.0424871027322389,0.2099999999999999,21.23703703703704,0.9258423250094342,44.04333333333332,2024-02-02 22:18:00
PF_D11_1,PF_D11_1,24,24.0,,,,8.0,,0.0,18.353703703703705,1.025367333811559,37.259999999999984,2024-02-02 22:17:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.758333333333333,0.0440517651007731,0.2175000000000002,16.787037037037038,0.7670758209255495,28.886666666666667,2024-02-02 22:19:00
PF_D11_1,PF_D11_1,24,24.0,,,,8.016666666666666,0.0029401529363265,0.0150000000000005,16.75,0.780232594748751,29.28666666666666,2024-02-02 22:20:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.833333333333334,0.0300896502632573,0.1499999999999994,16.72037037037037,0.7733925778239971,28.24666666666665,2024-02-02 22:21:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.758333333333333,0.0440517651007731,0.2175000000000002,16.674074074074074,0.7755958669156274,28.54999999999999,2024-02-02 22:22:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.608333333333333,0.0728017934627989,0.3525,16.585185185185182,0.7720175057001082,27.506666666666657,2024-02-02 22:23:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.758333333333333,0.0440517651007731,0.2175000000000002,16.509999999999998,0.8932575897068248,31.74999999999997,2024-02-02 22:25:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.691666666666666,0.0566911178849452,0.2774999999999998,16.618518518518517,0.7799330942156215,28.816666666666663,2024-02-02 22:24:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.241666666666667,0.1480937102139835,0.6824999999999992,16.433333333333337,0.8821433411052113,31.57749999999997,2024-02-02 22:26:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.316666666666666,0.1320791709733414,0.6150000000000002,17.39814814814815,0.8651968155293521,32.203333333333326,2024-02-02 22:27:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.175,0.1626099218059656,0.7424999999999997,14.75,1.0154555887220564,30.37333333333332,2024-02-02 22:28:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.666666666666666,0.2244295435939911,1.0950000000000006,16.375925925925927,0.8918542430974026,28.989999999999988,2024-02-02 22:29:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.283333333333333,0.3106739175922588,1.4399999999999995,16.151851851851852,0.8928065949032813,29.54333333333332,2024-02-02 22:31:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.324999999999999,0.3008622709485424,1.4025,16.318518518518516,0.8866074292798172,29.81666666666665,2024-02-02 22:32:00
PF_D11_1,PF_D11_1,24,24.0,,,,6.958333333333333,0.39123752444094,1.732499999999999,16.229629629629628,0.8825716934347625,29.40333333333332,2024-02-02 22:33:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.683333333333334,0.2208750032339757,1.08,16.407407407407405,0.8946673112003336,30.296666666666653,2024-02-02 22:34:00
PF_D11_1,PF_D11_1,24,24.0,,,,7.191666666666666,0.3326597371514928,1.522499999999999,15.753333333333336,1.0925937168542894,32.99583333333328,2024-02-02 22:36:00
PF_D11_1,PF_D11_1,24,24.0,,,,6.75,0.4469613234166819,1.92,15.6,1.085585048985278,32.196666666666616,2024-02-02 22:37:00
