Unnamed: 0,PF_C13_C,25.0,26.0,24.25309549159111,0.2910012285102423,8.703206861063428,1.832051282051281,0.2971727528978944,0.6799999999999975,Unnamed: 10,Unnamed: 11,Unnamed: 12,2024-09-02 04:21:00,start_stop,end_stop,start_sequence,end_sequence,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins],datetime
PF_C12_C,PF_C13_C,25.0,26.0,23.235771439389133,0.0920534302801715,1.4282756357670152,1.8012820512820509,0.1139783078294896,0.2733333333333325,,,,2024-09-02 04:22:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,22.955490634606782,0.0550735006950461,0.0,1.811538461538461,0.0618754224894392,0.2799999999999998,,,,2024-09-02 04:23:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,23.78223126482351,0.0886565380108228,2.747066728025757,1.7538461538461536,0.0758404230955727,0.093333333333333,,,,2024-09-02 04:24:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,24.92764282886922,0.2464982253792774,8.703206861063428,1.719230769230769,0.1451899842468721,0.093333333333333,,,,2024-09-02 04:25:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,23.306520960446385,0.0342279876371959,0.2733731452646992,1.7807692307692304,0.0377952620544469,0.093333333333333,,,,2024-09-02 04:26:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,23.306520960446385,0.0342279876371959,0.2733731452646992,1.7807692307692304,0.0377952620544469,0.093333333333333,,,,2024-09-02 04:27:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,23.306520960446385,0.0342279876371959,0.2733731452646992,1.7807692307692304,0.0377952620544469,0.093333333333333,,,,2024-09-02 04:28:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,23.2364009433962,0.0340094127713384,0.0,1.7861111111111108,0.0377118371787936,0.1049999999999997,,,,2024-09-02 04:32:00,,,,,,,,,,,,,,
24-09-02 04:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,22.541373298428333,0.1253617781174797,0.2733731452646992,1.8807692307692303,0.1927902292908341,0.6599999999999988,,,,2024-09-02 04:30:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,23.2364009433962,0.0340094127713384,0.0,1.7861111111111108,0.0377118371787936,0.1049999999999997,,,,2024-09-02 04:31:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,25.229884663157247,0.232067040724576,9.709459986987632,1.6939393939393936,0.1423953398363678,0.0,,,,2024-09-02 04:33:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,23.46452830188677,0.0,0.0,1.7666666666666664,1.3182019603801047e-16,0.0,6.583333333333333,,0.0,2024-09-02 04:34:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,24.166458635703894,0.1006170593608476,3.7904238026124695,1.7277777777777776,0.0779701328166053,0.0,8.466666666666667,,0.0,2024-09-02 04:35:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,23.29596128822379,0.0250658582860908,0.0,1.7805555555555552,0.0270210734410121,0.0749999999999999,7.833333333333333,,0.0,2024-09-02 04:36:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,25.082771633051376,0.2234904267830809,8.738513988288851,1.6999999999999995,0.1358471221622649,0.0,8.283333333333333,,0.0,2024-09-02 04:37:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,25.082771633051376,0.2234904267830809,8.738513988288851,1.6999999999999995,0.1358471221622649,0.0,9.0,,0.0,2024-09-02 04:38:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,23.28068940493466,0.0273547148359765,0.0,1.781944444444444,0.0297000138476346,0.0824999999999998,8.166666666666666,,0.0,2024-09-02 04:39:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,22.447405413191287,0.2418172549934089,3.0904500690289822,2.125,0.6193370197183184,2.13333333333333,6.375,0.412247875044706,1.6724999999999994,2024-09-02 04:40:00,,,,,,,,,,,,,,
PF_C12_C,PF_C13_C,25.0,26.0,25.64343704644409,0.3223847905236393,12.758837264150904,1.7013888888888886,0.1696938468712773,0.0824999999999998,8.266666666666667,,0.0,2024-09-02 04:41:00,,,,,,,,,,,,,,
