start_stop,end_stop,start_sequence,end_sequence,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins],datetime
PF_C02_1,PF_C01_C,14.0,15.0,14.376696272583375,0.1581177354296125,0.0,1.784408602150538,0.2820248218572478,1.2083333333333337,14.866666666666667,0.5836351295176518,12.165,2024-01-02 00:03:00
PF_C02_1,PF_C01_C,14.0,15.0,14.668161413062045,0.1930810694060501,0.0,1.763978494623656,0.2952067613228465,1.2083333333333337,14.672222222222222,0.5973123144653195,12.599999999999996,2024-01-02 00:02:00
PF_C02_1,PF_C01_C,14.0,15.0,14.88681866965714,0.2334829806286142,0.0,1.748924731182796,0.298406211584841,1.0916666666666663,14.566666666666668,0.5965072003183433,12.555,2024-01-02 00:00:00
PF_C02_1,PF_C01_C,14.0,15.0,14.670458132335224,0.1318270362764247,0.0,1.7183333333333335,0.2059482955944081,0.6308333333333329,10.1,,0.0,2024-01-02 00:16:00
PF_C02_1,PF_C01_C,14.0,15.0,15.316726797565222,0.2635638201506526,0.0,1.6833333333333338,0.2311257938397152,0.5166666666666657,,,,2024-01-02 00:20:00
PF_C02_1,PF_C01_C,14.0,15.0,15.054288834089611,0.2172789433367414,0.0,1.7000000000000004,0.2254093396496793,0.6308333333333329,10.65,,0.0,2024-01-02 00:17:00
PF_C02_1,PF_C01_C,14.0,15.0,15.04901177223394,0.2173301309770639,0.0,1.700555555555556,0.2252545964418182,0.6308333333333329,9.916666666666666,,0.0,2024-01-02 00:19:00
PF_C02_1,PF_C01_C,14.0,15.0,14.72527090341927,0.0848788354299478,0.0,1.6827586206896556,0.1034549002032262,0.4466666666666659,11.733333333333333,,0.0,2024-01-02 00:22:00
PF_C02_1,PF_C01_C,14.0,15.0,14.72527090341927,0.0848788354299478,0.0,1.6827586206896556,0.1034549002032262,0.4466666666666659,11.733333333333333,,0.0,2024-01-02 00:23:00
PF_C02_1,PF_C01_C,14.0,15.0,15.127883085426507,0.1668522583922265,0.0,1.6572222222222226,0.1333343167294045,0.4316666666666657,11.733333333333333,,0.0,2024-01-02 00:25:00
