start_stop,end_stop,start_sequence,end_sequence,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins],datetime
PF_G04_C,PF_G05_C,27.0,28.0,27.53240512608516,0.0960601995107309,0.5913881769326252,2.905,0.0692757721084272,0.0,14.53888888888889,0.580844000170149,11.595,2024-01-02 00:03:00
PF_G04_C,PF_G05_C,27.0,28.0,27.37327953453073,0.0706213169537208,0.4322625853782007,2.9141666666666675,0.0549905193208412,0.0,14.433333333333332,0.6281044060413047,12.644999999999998,2024-01-02 00:02:00
PF_G04_C,PF_G05_C,27.0,28.0,26.94101694915254,1.3548361340300814e-16,0.0,2.9500000000000006,1.5466382733147763e-16,0.0,14.261111111111113,0.6027047813493379,12.149999999999997,2024-01-02 00:00:00
PF_G04_C,PF_G05_C,27.0,28.0,26.94101694915254,1.3548361340300814e-16,0.0,2.9500000000000006,1.5466382733147763e-16,0.0,10.933333333333334,,0.0,2024-01-02 00:16:00
PF_G04_C,PF_G05_C,27.0,28.0,27.45126348228043,0.0788594923256373,1.3776656394452864,2.9083333333333337,0.0607828178670384,0.0,,,,2024-01-02 00:20:00
PF_G04_C,PF_G05_C,27.0,28.0,26.94101694915254,1.3548361340300814e-16,0.0,2.9500000000000006,1.5466382733147763e-16,0.0,11.033333333333331,,0.0,2024-01-02 00:17:00
PF_G04_C,PF_G05_C,27.0,28.0,27.56353081960793,0.0984443927022988,1.182776353865208,2.9026315789473687,0.0711334369752784,0.0,10.95,,0.0,2024-01-02 00:19:00
PF_G04_C,PF_G05_C,27.0,28.0,26.94101694915254,1.3548361340300814e-16,0.0,2.9500000000000006,1.5466382733147763e-16,0.0,11.183333333333334,,0.0,2024-01-02 00:22:00
PF_G04_C,PF_G05_C,27.0,28.0,26.94101694915254,1.3548361340300814e-16,0.0,2.9500000000000006,1.5466382733147763e-16,0.0,11.866666666666667,,0.0,2024-01-02 00:23:00
PF_G04_C,PF_G05_C,27.0,28.0,26.94101694915254,1.3548361340300814e-16,0.0,2.9500000000000006,1.5466382733147763e-16,0.0,12.066666666666666,,0.0,2024-01-02 00:25:00
PF_G04_C,PF_G05_C,27.0,28.0,26.94101694915254,1.3548361340300814e-16,0.0,2.9500000000000006,1.5466382733147763e-16,0.0,11.566666666666666,,0.0,2024-01-02 00:24:00
