start_stop,end_stop,start_sequence,end_sequence,no_of_trips,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins],datetime
PF_D06_C,PF_D05_C,8,9.0,30.0,19.223818949739226,0.0943876886309433,3.441471428571436,1.742222222222222,0.0885625623385765,0.1849999999999998,11.229885057471265,0.7597030652139115,21.86333333333331,2024-02-01 00:00:00
PF_D06_C,PF_D05_C,8,9.0,30.0,19.03202674194701,0.0695062439424448,2.258353246753245,1.7544444444444447,0.073623690658586,0.1849999999999998,10.177011494252874,0.8473696681642093,21.99666666666664,2024-02-01 00:01:00
PF_D06_C,PF_D05_C,8,9.0,30.0,19.22981245623273,0.0886372414236187,3.441471428571436,1.740555555555556,0.0863693359569847,0.1849999999999998,10.491379310344827,0.8090976586560504,21.5633333333333,2024-02-01 00:02:00
PF_D06_C,PF_D05_C,8,9.0,31.0,19.12481850603168,0.0731754255516569,3.042857142857152,1.7467741935483874,0.0767047389313174,0.1833333333333333,10.580555555555554,0.8444527974275117,22.176666666666613,2024-02-01 00:04:00
PF_D06_C,PF_D05_C,8,9.0,31.0,19.91372430390972,0.2550228173150938,3.4162987012987074,1.720967741935484,0.1310560788535763,0.1833333333333333,10.459444444444443,0.8623840630001077,22.60416666666661,2024-02-01 00:03:00
PF_D06_C,PF_D05_C,8,9.0,30.0,19.12939817051845,0.0743962082581662,3.055028571428579,1.7466666666666668,0.0780200499335227,0.1849999999999998,9.710919540229884,0.8291619603389642,18.016666666666644,2024-02-01 00:05:00
PF_D06_C,PF_D05_C,8,9.0,31.0,19.31622403598559,0.0902621850037593,3.4162987012987074,1.7333333333333336,0.0883709123295477,0.1833333333333333,10.735555555555557,0.9191558607103624,22.01,2024-02-01 00:07:00
PF_D06_C,PF_D05_C,8,9.0,31.0,19.12481850603168,0.0731754255516569,3.042857142857152,1.7467741935483874,0.0767047389313174,0.1833333333333333,10.099444444444442,0.9325543444034952,17.167499999999972,2024-02-01 00:06:00
PF_D06_C,PF_D05_C,8,9.0,32.0,19.773217927718186,0.1981345662153103,3.3911259740259823,1.7182291666666667,0.121311036284737,0.1816666666666666,11.129032258064516,0.8668685438361601,21.55,2024-02-01 00:08:00
PF_D06_C,PF_D05_C,8,9.0,32.0,19.12052507057533,0.0720128694856586,3.0306857142857204,1.746875,0.0754537760210273,0.1816666666666666,11.129032258064514,0.8635343932620864,20.016666666666666,2024-02-01 00:09:00
PF_D06_C,PF_D05_C,8,9.0,33.0,19.619946388783006,0.1617204224265647,3.3659532467532536,1.722222222222222,0.1115179999283186,0.1799999999999999,11.215625,0.9182079833669244,25.598333333333333,2024-02-01 00:10:00
PF_D06_C,PF_D05_C,8,9.0,31.0,20.13072818345104,0.2939418279089494,3.4162987012987074,1.7139784946236558,0.1389562580700866,0.1833333333333333,10.57,0.9355859592035572,20.71749999999995,2024-02-01 00:11:00
PF_D06_C,PF_D05_C,8,9.0,31.0,19.15866706290774,0.074747915408591,3.042857142857152,1.7440860215053764,0.0782414167196431,0.1833333333333333,10.556666666666668,0.9330081005895016,20.250833333333286,2024-02-01 00:12:00
PF_D06_C,PF_D05_C,8,9.0,31.0,19.15866706290774,0.074747915408591,3.042857142857152,1.7440860215053764,0.0782414167196431,0.1833333333333333,11.580555555555556,0.869508336959303,21.02416666666663,2024-02-01 00:13:00
PF_D06_C,PF_D05_C,8,9.0,31.0,19.975330657377786,0.2371307103511649,3.4162987012987074,1.7118279569892474,0.1312566597658722,0.1833333333333333,11.572777777777778,0.8718523762999717,21.09166666666663,2024-02-01 00:14:00
PF_D06_C,PF_D05_C,8,9.0,32.0,19.48984677689337,0.1202687791966235,3.3911259740259823,1.7244791666666668,0.1009771531701868,0.1816666666666666,11.718817204301072,0.8764464036819981,22.808333333333334,2024-02-01 00:15:00
PF_D06_C,PF_D05_C,8,9.0,31.0,19.40120792136028,0.068276764891843,3.4162987012987074,1.7198924731182796,0.0637623681025061,0.1166666666666667,12.411666666666664,0.9219206021361568,20.42999999999998,2024-02-01 00:18:00
PF_D06_C,PF_D05_C,8,9.0,32.0,19.79448721927232,0.1983109107791981,3.3911259740259823,1.7166666666666666,0.1221614574404005,0.1816666666666666,12.538172043010752,0.8966383995008159,19.78333333333333,2024-02-01 00:17:00
