start_stop,end_stop,start_sequence,end_sequence,no_of_trips,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins],datetime
PF_B06_C,PF_B05_C,6,7.0,18.0,31.902374329516785,0.1256047922239632,5.410624999999978,2.543518518518518,0.0911602835028307,0.0,10.258823529411764,1.0203010251958178,22.869999999999987,2024-02-01 00:00:00
PF_B06_C,PF_B05_C,6,7.0,18.0,31.6681481390406,0.0970544850389721,4.778214285714267,2.552777777777777,0.0771284118419716,0.0,10.31470588235294,1.009801916552603,22.69666666666665,2024-02-01 00:01:00
PF_B06_C,PF_B05_C,6,7.0,17.0,30.93733451332252,0.0424559952716968,3.16021206896551,2.599019607843137,0.0413400327218585,0.02,10.171875,0.9709083069987698,21.387500000000003,2024-02-01 00:02:00
PF_B06_C,PF_B05_C,6,7.0,18.0,31.015174830769915,0.058331828224295,3.639874999999993,2.596296296296296,0.0566756073595053,0.0374999999999996,10.38137254901961,1.0563507271000747,21.76333333333332,2024-02-01 00:04:00
PF_B06_C,PF_B05_C,6,7.0,19.0,30.77094748510613,0.0462362155855438,3.137144827586201,2.614035087719298,0.046185762243634,0.0249999999999994,10.24537037037037,1.056215632537713,20.989999999999966,2024-02-01 00:03:00
PF_B06_C,PF_B05_C,6,7.0,18.0,31.95615309163948,0.1655224034257449,6.180516304347794,2.555555555555556,0.1106549751176692,0.0374999999999996,10.357843137254902,1.0604244115896646,21.716666666666647,2024-02-01 00:05:00
PF_B06_C,PF_B05_C,6,7.0,18.0,30.90586927521436,0.0508491729458184,3.344749999999994,2.603703703703703,0.0507626340826613,0.0374999999999996,10.762745098039217,1.0717723484847894,27.189999999999984,2024-02-01 00:07:00
PF_B06_C,PF_B05_C,6,7.0,18.0,32.0541916847025,0.1775388007640159,6.445220505617943,2.5527777777777776,0.1149574673330163,0.0374999999999996,10.402941176470588,1.0620084203518014,21.88333333333332,2024-02-01 00:06:00
PF_B06_C,PF_B05_C,6,7.0,18.0,30.808069567612023,0.0472110103508888,3.148678448275856,2.6111111111111107,0.0473121162420522,0.0374999999999996,9.803921568627452,1.1185674672320844,20.64999999999998,2024-02-01 00:08:00
PF_B06_C,PF_B05_C,6,7.0,19.0,31.316817785858007,0.0839728719233373,4.047428571428551,2.578070175438596,0.0727285042776687,0.0249999999999994,9.961111111111112,1.2077551560318904,20.30999999999995,2024-02-01 00:09:00
PF_B06_C,PF_B05_C,6,7.0,19.0,31.91236471770376,0.1572042411822687,5.178967741935441,2.555263157894737,0.1062240507985729,0.0249999999999994,10.02037037037037,1.20217952045379,20.78666666666662,2024-02-01 00:10:00
PF_B06_C,PF_B05_C,6,7.0,17.0,29.721507689417194,0.1572358792548623,3.16021206896551,2.8362745098039213,0.3282772005984499,0.9499999999999976,10.169791666666663,1.25224177978502,23.841666666666665,2024-02-01 00:11:00
PF_B06_C,PF_B05_C,6,7.0,17.0,29.62085822229239,0.1711234784507157,3.16021206896551,2.8960784313725485,0.4060297519074783,1.1533333333333302,10.017708333333331,1.2485840416051217,23.554166666666667,2024-02-01 00:12:00
PF_B06_C,PF_B05_C,6,7.0,17.0,29.6194370888768,0.1713209929674757,3.16021206896551,2.8970588235294112,0.4072797579062577,1.1566666666666632,10.408333333333331,1.2372623666811542,27.47083333333333,2024-02-01 00:13:00
PF_B06_C,PF_B05_C,6,7.0,17.0,29.6194370888768,0.1713209929674757,3.16021206896551,2.8970588235294112,0.4072797579062577,1.1566666666666632,10.377083333333331,1.24026305362831,27.28333333333333,2024-02-01 00:14:00
PF_B06_C,PF_B05_C,6,7.0,18.0,29.88746522551625,0.1706866924638416,3.639874999999993,2.8666666666666663,0.4023036376198608,0.9299999999999936,13.895098039215686,1.151921016409009,37.26333333333332,2024-02-01 00:15:00
PF_B06_C,PF_B05_C,6,7.0,18.0,29.752704951543656,0.167289526193945,3.148678448275856,2.8759259259259258,0.3994645148122109,0.9299999999999936,13.88921568627451,1.1548888964326038,37.396666666666654,2024-02-01 00:18:00
PF_B06_C,PF_B05_C,6,7.0,18.0,31.031360574353464,0.2557144097508106,6.728392441860425,2.8203703703703704,0.423615896153526,0.9299999999999936,13.89313725490196,1.1535649281334877,37.30333333333332,2024-02-01 00:17:00
PF_B06_C,PF_B05_C,6,7.0,17.0,30.97493690765172,0.2525078518369765,7.478710674157281,2.8323529411764703,0.433349751817889,1.1566666666666632,10.79375,1.3189413047786516,29.1625,2024-02-01 00:16:00
PF_B06_C,PF_B05_C,6,7.0,18.0,29.602858307277263,0.1660091749437977,3.148678448275856,2.887962962962963,0.3964902294528258,0.9299999999999936,11.484313725490196,1.2396496626528786,31.09333333333332,2024-02-01 00:19:00
