start_stop,end_stop,start_sequence,end_sequence,no_of_trips,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins],datetime
PF_D02_1,PF_D03_C,17,18.0,31.0,16.777277744658587,0.1249762386037299,0.0,1.702688172043011,0.2401807789364254,0.5083333333333335,14.316666666666668,0.6145899428057856,12.405,2024-02-01 00:00:00
PF_D02_1,PF_D03_C,17,18.0,30.0,17.289486228323824,0.0954736752536165,0.0,1.62,0.0985093767034545,0.369166666666666,14.377777777777778,0.6394586674080304,13.23,2024-02-01 00:01:00
PF_D02_1,PF_D03_C,17,18.0,31.0,18.168838714596703,0.3360538886192253,0.0,1.598387096774194,0.1480354457934314,0.3583333333333331,14.422222222222222,0.6154024420402655,12.449999999999998,2024-02-01 00:02:00
PF_D02_1,PF_D03_C,17,18.0,31.0,17.1506537050392,0.0914885188447678,0.0,1.6327956989247314,0.0992970859359437,0.4166666666666667,14.516666666666667,0.619850520747488,12.615,2024-02-01 00:04:00
PF_D02_1,PF_D03_C,17,18.0,31.0,17.560414405048064,0.1606517185256555,0.0932653975363955,1.608602150537635,0.1184619789360672,0.3583333333333331,14.616666666666667,0.6018612996017187,12.015,2024-02-01 00:03:00
PF_D02_1,PF_D03_C,17,18.0,29.0,17.435486146632893,0.1732200775900058,0.0,1.6258620689655174,0.1330818890842729,0.4766666666666663,17.991666666666667,0.5521917707644831,6.322499999999998,2024-02-01 00:05:00
PF_D02_1,PF_D03_C,17,18.0,30.0,17.044367320875534,0.0841676213912377,0.0,1.6422222222222227,0.1009528114312099,0.4674999999999996,18.09166666666667,0.4722730689638387,5.4374999999999964,2024-02-01 00:07:00
PF_D02_1,PF_D03_C,17,18.0,30.0,17.74538769390279,0.2551649725787496,0.0,1.6177777777777782,0.1473420050313703,0.4674999999999996,18.258333333333333,0.551872476416703,6.412499999999998,2024-02-01 00:06:00
PF_D02_1,PF_D03_C,17,18.0,30.0,16.914955112218486,0.0809970694578178,0.0,1.6538888888888892,0.0977271391068646,0.4674999999999996,18.4,0.4919003695210767,5.760000000000002,2024-02-01 00:08:00
PF_D02_1,PF_D03_C,17,18.0,30.0,16.914955112218486,0.0809970694578178,0.0,1.6538888888888892,0.0977271391068646,0.4674999999999996,18.225,0.4804575568556057,5.572499999999998,2024-02-01 00:09:00
