start_stop,end_stop,start_sequence,end_sequence,no_of_trips,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins],datetime
PF_C03_2,PF_C04_C,16,17.0,30.0,20.19449821214221,0.0427764102366343,0.0,1.7400000000000004,0.0471671823573053,0.1849999999999998,10.848333333333333,0.8016678068795442,22.057499999999965,2024-02-01 00:00:00
PF_C03_2,PF_C04_C,16,17.0,30.0,20.16627513150484,0.0449609079123519,0.0,1.7427777777777784,0.0493856144695778,0.1999999999999999,9.803888888888888,0.8755564362474119,20.681666666666622,2024-02-01 00:01:00
PF_C03_2,PF_C04_C,16,17.0,30.0,21.32441754636552,0.3045285461402801,0.0,1.7072222222222229,0.1289714539339715,0.1999999999999999,10.171666666666663,0.825773718010473,20.67333333333329,2024-02-01 00:02:00
PF_C03_2,PF_C04_C,16,17.0,31.0,21.02732225851336,0.2402732469694738,0.0,1.712903225806452,0.1170499315475666,0.1999999999999999,10.155376344086024,0.8791680635932475,21.075,2024-02-01 00:04:00
PF_C03_2,PF_C04_C,16,17.0,31.0,20.693376694565444,0.1414156651519662,0.4210084033613448,1.7161290322580651,0.0939413711217905,0.1999999999999999,10.141935483870968,0.8809941902370209,21.308333333333334,2024-02-01 00:03:00
PF_C03_2,PF_C04_C,16,17.0,30.0,20.3428920913729,0.0611600859967491,0.0,1.7300000000000002,0.0599452601823273,0.1999999999999999,9.323333333333332,0.8610951262669541,17.2633333333333,2024-02-01 00:05:00
PF_C03_2,PF_C04_C,16,17.0,31.0,20.16679876328568,0.043354423519424,0.0,1.7424731182795703,0.0476227349319844,0.1999999999999999,10.364516129032255,0.9393747432435406,21.691666666666663,2024-02-01 00:07:00
PF_C03_2,PF_C04_C,16,17.0,31.0,20.16679876328568,0.043354423519424,0.0,1.7424731182795703,0.0476227349319844,0.1999999999999999,9.698387096774193,0.9659829776841063,16.316666666666666,2024-02-01 00:06:00
PF_C03_2,PF_C04_C,16,17.0,32.0,20.18125541958006,0.0428110864267172,0.0,1.7411458333333332,0.0470819388049092,0.1999999999999999,10.908854166666668,0.8744719404010692,20.169166666666666,2024-02-01 00:08:00
PF_C03_2,PF_C04_C,16,17.0,32.0,20.18125541958006,0.0428110864267172,0.0,1.7411458333333332,0.0470819388049092,0.1999999999999999,10.9421875,0.8646103935702067,19.4025,2024-02-01 00:09:00
PF_C03_2,PF_C04_C,16,17.0,33.0,20.194835914886905,0.0422853470821531,0.0,1.73989898989899,0.0465560154303743,0.1999999999999999,11.117171717171717,0.9054182394412452,23.629999999999992,2024-02-01 00:10:00
PF_C03_2,PF_C04_C,16,17.0,31.0,20.778211962108383,0.136795000460958,0.0,1.7069892473118284,0.0862967219978938,0.1666666666666667,10.505376344086018,0.9310375754477987,18.28333333333333,2024-02-01 00:11:00
PF_C03_2,PF_C04_C,16,17.0,31.0,21.04186013050641,0.2035510861466687,0.0,1.7010752688172046,0.1045479015475021,0.1666666666666667,10.442473118279567,0.934123183909748,18.78333333333333,2024-02-01 00:12:00
PF_C03_2,PF_C04_C,16,17.0,31.0,21.03497736710593,0.2118944556502634,0.0,1.7037634408602151,0.1065536684076407,0.1666666666666667,11.634408602150534,0.8676873329590779,20.325000000000003,2024-02-01 00:13:00
PF_C03_2,PF_C04_C,16,17.0,31.0,20.47066942841913,0.0890468017596594,0.0,1.723655913978495,0.0719604789197621,0.1999999999999999,11.623655913978494,0.8719391935497991,20.916666666666664,2024-02-01 00:14:00
PF_C03_2,PF_C04_C,16,17.0,32.0,20.852980762125515,0.2238433976343854,0.0,1.7239583333333337,0.118758702465701,0.2449999999999998,11.551041666666666,0.895580276945319,22.17083333333332,2024-02-01 00:15:00
PF_C03_2,PF_C04_C,16,17.0,31.0,20.12755184364344,0.0528725546557921,0.0,1.7478494623655916,0.0612426353327718,0.25,12.593548387096776,0.9139822241777876,19.991666666666667,2024-02-01 00:18:00
PF_C03_2,PF_C04_C,16,17.0,32.0,20.075375059055897,0.0541809114720752,0.0,1.7526041666666663,0.0620122951149387,0.2449999999999998,12.691666666666666,0.8951121341574152,18.984166666666663,2024-02-01 00:17:00
PF_C03_2,PF_C04_C,16,17.0,32.0,20.38663954212185,0.1085960726851778,0.0,1.7359375,0.0891394235444849,0.2449999999999998,12.5875,0.8340062158185314,20.611666666666665,2024-02-01 00:16:00
PF_C03_2,PF_C04_C,16,17.0,31.0,20.293357827137363,0.0816472952713574,0.0,1.738709677419355,0.0786719553442245,0.25,13.276344086021506,0.8888293231314648,21.39166666666667,2024-02-01 00:19:00
PF_C03_2,PF_C04_C,16,17.0,3.0,20.629411764705893,0.0,0.0,1.7,0.0,0.0,13.133333333333333,,0.0,2024-02-01 06:18:00
PF_C03_2,PF_C04_C,16,17.0,3.0,20.629411764705893,0.0,0.0,1.7,0.0,0.0,13.133333333333333,,0.0,2024-02-01 06:19:00
PF_C03_2,PF_C04_C,16,17.0,4.0,20.629411764705893,0.0,0.0,1.7,0.0,0.0,6.583333333333334,1.4106332748734165,5.909999999999998,2024-02-01 06:20:00
PF_C03_2,PF_C04_C,16,17.0,3.0,20.629411764705893,0.0,0.0,1.7,0.0,0.0,13.133333333333333,,0.0,2024-02-01 06:21:00
PF_C03_2,PF_C04_C,16,17.0,3.0,20.629411764705893,0.0,0.0,1.7,0.0,0.0,13.133333333333333,,0.0,2024-02-01 06:22:00
PF_C03_2,PF_C04_C,16,17.0,31.0,20.84734040422896,0.2031705844535787,0.0,1.7193548387096775,0.1155147047030861,0.25,11.75215053763441,1.0028432271433916,22.583333333333336,2024-02-01 00:20:00
PF_C03_2,PF_C04_C,16,17.0,30.0,20.492579578548888,0.1173809686812204,0.0,1.728888888888889,0.092980720802547,0.2549999999999996,11.710555555555556,0.9989144342685616,23.14333333333332,2024-02-01 00:21:00
PF_C03_2,PF_C04_C,16,17.0,31.0,20.57627622936364,0.1456535622954165,0.0,1.727956989247312,0.1012032909751102,0.25,11.491666666666667,1.0609973933622925,27.677499999999966,2024-02-01 00:22:00
PF_C03_2,PF_C04_C,16,17.0,31.0,21.0043561306949,0.2519750080849666,0.0,1.7193548387096775,0.1248951913565742,0.25,11.592777777777778,1.0456327700001444,27.75916666666663,2024-02-01 00:23:00
PF_C03_2,PF_C04_C,16,17.0,31.0,20.078478988332385,0.0532126322347278,0.0,1.7521505376344086,0.0611909572009356,0.25,10.297222222222222,0.9210781012659184,24.671666666666628,2024-02-01 00:24:00
PF_C03_2,PF_C04_C,16,17.0,32.0,20.030288227116607,0.0554273679063048,0.0,1.7567708333333334,0.0629699612661328,0.2633333333333334,10.480645161290324,0.842743827111283,22.300000000000004,2024-02-01 00:25:00
PF_C03_2,PF_C04_C,16,17.0,32.0,20.228647955623394,0.0817850695298232,0.0,1.7442708333333332,0.0784039544344791,0.2633333333333334,10.792473118279572,0.7646581691225739,17.058333333333334,2024-02-01 00:26:00
