start_stop,end_stop,start_sequence,end_sequence,no_of_trips,mean_speed [km/h],covariance_speed [%],buffer_speed [km/h],mean_time [mins],covariance_time [%],buffer_time [mins],mean_headway [mins],covariance_headway [%],buffer_headway [mins],datetime
PF_C13_C,PF_C07_1,6,7.0,1.0,,,,11.083333333333334,,0.0,,,,2024-02-05 05:52:00
PF_C13_C,PF_C07_1,6,7.0,1.0,,,,9.966666666666669,,0.0,,,,2024-02-05 05:54:00
PF_C13_C,PF_C07_1,6,7.0,1.0,,,,8.233333333333333,,0.0,,,,2024-02-05 05:50:00
PF_C13_C,PF_C07_1,6,7.0,1.0,,,,8.483333333333333,,0.0,,,,2024-02-05 05:51:00
PF_C13_C,PF_C07_1,6,7.0,1.0,,,,9.0,,0.0,,,,2024-02-05 05:53:00
PF_C13_C,PF_C07_1,6,7.0,1.0,,,,6.383333333333334,,0.0,,,,2024-02-05 05:48:00
PF_C13_C,PF_C07_1,6,7.0,1.0,,,,7.233333333333333,,0.0,,,,2024-02-05 05:49:00
PF_C13_C,PF_C07_1,6,7.0,1.0,,,,1.6,,0.0,,,,2024-02-05 05:47:00
